name,category,rating,review_count,address,phone,website,google_maps_url
The Monsoon - Best Indian Restaurant & Takeaway,Pakistani restaurant,4.6,,78 Brick Ln,,,https://www.google.com/maps/place/The+Monsoon+-+Best+Indian+Restaurant+%26+Takeaway/data=!4m7!3m6!1s0x48761dd820c9f155:0xe8b16fb96640617!8m2!3d51.519103!4d-0.0714633!16s%2Fg%2F11fm6r7kfq!19sChIJVfHJINgddkgRFwZklvsWiw4?authuser=0&hl=en&rclk=1
Afghan Grill,Afghan restaurant,,,339 Bethnal Grn Rd,,,https://www.google.com/maps/place/Afghan+Grill/data=!4m7!3m6!1s0x48761d558243a54b:0x4f0cc9a94fdd5d86!8m2!3d51.5268477!4d-0.0626463!16s%2Fg%2F11sf7kybqq!19sChIJS6VDglUddkgRhl3dT6nJDE8?authuser=0&hl=en&rclk=1
Dhaka Biryani,Pakistani restaurant,3.6,,96a Mile End Rd,,,https://www.google.com/maps/place/Dhaka+Biryani/data=!4m7!3m6!1s0x48761cd6a6f96a0f:0xe53025722b9ed4c8!8m2!3d51.5204299!4d-0.0522202!16s%2Fg%2F1tdw2z9k!19sChIJD2r5ptYcdkgRyNSeK3IlMOU?authuser=0&hl=en&rclk=1
Star Kebab House,Pakistani restaurant,4.2,,178 Earls Ct Rd,,,https://www.google.com/maps/place/Star+Kebab+House/data=!4m7!3m6!1s0x48760f8cb5a1367b:0x4f968d69bf5187c9!8m2!3d51.493452!4d-0.194812!16s%2Fg%2F1yp1b9pmv!19sChIJezahtYwPdkgRyYdRv2mNlk8?authuser=0&hl=en&rclk=1
Lahori,Pakistani restaurant,4.2,,2-4 Gateforth St,,,https://www.google.com/maps/place/Lahori/data=!4m7!3m6!1s0x48761ab743e53ab7:0x1b3ea246fcbd2154!8m2!3d51.524585!4d-0.1690055!16s%2Fg%2F1hc4mrvmr!19sChIJtzrlQ7cadkgRVCG9_EaiPhs?authuser=0&hl=en&rclk=1
Masala Yard,Pakistani restaurant,4.9,,239 Caledonian Rd,,,https://www.google.com/maps/place/Masala+Yard/data=!4m7!3m6!1s0x48761b08fed6642d:0x1505931807462ca2!8m2!3d51.5388532!4d-0.1168979!16s%2Fg%2F11nb5sbmkw!19sChIJLWTW_ggbdkgRoixGBxiTBRU?authuser=0&hl=en&rclk=1
Lahore Kebab House,Pakistani restaurant,4.0,,2-10 Umberston St,,,https://www.google.com/maps/place/Lahore+Kebab+House/data=!4m7!3m6!1s0x4876033335f03d43:0x736fe70b7dd62462!8m2!3d51.514627!4d-0.0630868!16s%2Fg%2F1t_hygb8!19sChIJQz3wNTMDdkgRYiTWfQvnb3M?authuser=0&hl=en&rclk=1
SHOLA Karachi Kitchen,Pakistani restaurant,4.5,,"SHOLA Unit 6 Media Works, Wood Ln",,,https://www.google.com/maps/place/SHOLA+Karachi+Kitchen/data=!4m7!3m6!1s0x48760f83d232053f:0x8e3a6934f0434a62!8m2!3d51.5134721!4d-0.2274893!16s%2Fg%2F11fjzxt65s!19sChIJPwUy0oMPdkgRYkpD8DRpOo4?authuser=0&hl=en&rclk=1
El Dionis Westminster - Pakistani & Dominican Bar Restaurant & Organic Coffee,Pakistani restaurant,5.0,,120-122 Horseferry Rd,,,https://www.google.com/maps/place/El+Dionis+Westminster+-+Pakistani+%26+Dominican+Bar+Restaurant+%26+Organic+Coffee/data=!4m7!3m6!1s0x487605c6073bf13d:0x1d0bae2df52ff950!8m2!3d51.4953324!4d-0.1327884!16s%2Fg%2F11y29sftvx!19sChIJPfE7B8YFdkgRUPkv9S2uCx0?authuser=0&hl=en&rclk=1
Beef & Buns (Halal) The Home of Burgers,Hamburger restaurant,4.5,,"8 Cable St, Tower Hill",,,https://www.google.com/maps/place/Beef+%26+Buns+%28Halal%29+The+Home+of+Burgers/data=!4m7!3m6!1s0x487603f230f00e8d:0x754c7bac0df0be2d!8m2!3d51.5107592!4d-0.0680395!16s%2Fg%2F11rmx644vd!19sChIJjQ7wMPIDdkgRLb7wDax7THU?authuser=0&hl=en&rclk=1
